🕘️更新时间,#genre#
2025-03-08 18:32:16,https://iptv.sufa518.cn:8090/gaoma/cctv4k16_10m.m3u8

📡央视频道,#genre#
CCTV1,https://iptv.sufa518.cn:8090/gaoma/cctv4k16_10m.m3u8
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://php.jdshipin.com/itv6.php?cid=ystenlive&id=1000000001000018602
CCTV1,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226016
CCTV1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8
CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
CCTV1,http://php.jdshipin.com:8880/cqyx.php?id=CCTV1HD
CCTV1,https://tv.bfsu.edu.cn/hls/cctv1hd.m3u8
CCTV1,http://goo.bkpcp.top/mg/cctv1
CCTV1,http://221.193.168.4:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://23.106.156.87:50001/TVOD/6000000001000029752/wasusyt/index.m3u8
CCTV1,http://23.106.156.87:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://23.106.156.87:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://23.106.156.87:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://23.106.156.87:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://23.106.156.87:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://1.180.2.93:9901/tsfile/live/1020_1.m3u8
CCTV1,http://218.1.238.140:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV1,http://58.243.224.244:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://120.192.226.35:8009/hls/501/index.m3u8
CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV1,http://39.170.52.236:808/hls/1/index.m3u8
CCTV1,http://219.135.180.210:18888/hls/1/index.m3u8
CCTV1,http://58.243.224.242:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://php.jdshipin.com/itv6.php?cid=ystenlive&id=1000000001000023315
CCTV2,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588
CCTV2,http://php.jdshipin.com:8880/cqyx.php?id=CCTV2HD
CCTV2,https://tv.bfsu.edu.cn/hls/cctv2hd.m3u8
CCTV2,http://goo.bkpcp.top/mg/cctv2
CCTV2,http://goo.bkpcp.top/mg/CCTV2
CCTV2,http://23.106.156.87:50001/TVOD/1000000001000023315/ystenlive/index.m3u8
CCTV2,http://23.106.156.87:50001/TVOD/1000000005000265002/ystenlive/index.m3u8
CCTV2,http://23.106.156.87:50001/TVOD/6000000001000014161/wasusyt/index.m3u8
CCTV2,http://23.106.156.87:50001/TVOD/1000000001000012442/ystenlive/index.m3u8
CCTV2,http://23.106.156.87:50001/TVOD/5000000011000031101/bestzb/index.m3u8
CCTV2,http://218.1.238.140:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV2,http://58.243.224.244:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://113.140.86.162:8009/hls/502/index.m3u8
CCTV2,http://120.192.226.35:8009/hls/502/index.m3u8
CCTV2,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8
CCTV2,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8
CCTV2,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8
CCTV2,http://39.170.52.236:808/hls/2/index.m3u8
CCTV2,http://219.135.180.210:18888/hls/2/index.m3u8
CCTV2,http://58.243.224.242:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://113.140.12.230:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://60.223.224.176:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://119.163.63.26:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://118.122.189.74:9901/tsfile/live/0002_1.m3u8
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://php.jdshipin.com/itv6.php?cid=ystenlive&id=1000000001000011218
CCTV3,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226021
CCTV3,http://php.jdshipin.com:8880/cqyx.php?id=CCTV3HD
CCTV3,https://tv.bfsu.edu.cn/hls/cctv3hd.m3u8
CCTV3,http://goo.bkpcp.top/mg/cctv3
CCTV3,http://23.106.156.87:50001/TVOD/1000000005000265003/ystenlive/index.m3u8
CCTV3,http://23.106.156.87:50001/TVOD/1000000001000011218/ystenlive/index.m3u8
CCTV3,http://23.106.156.87:50001/TVOD/5000000002000020548/bestzb/index.m3u8
CCTV3,http://23.106.156.87:50001/TVOD/5000000004000008883/bestzb/index.m3u8
CCTV3,http://23.106.156.87:50001/TVOD/6000000001000022313/wasusyt/index.m3u8
CCTV3,http://23.106.156.87:50001/TVOD/1000000001000013682/ystenlive/index.m3u8
CCTV3,http://218.1.238.140:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV3,http://113.140.86.162:8009/hls/3/index.m3u8
CCTV3,http://120.192.226.35:8009/hls/3/index.m3u8
CCTV3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://120.238.94.10:9901/tsfile/live/1020_1.m3u8
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.226.215.162:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://39.170.52.236:808/hls/3/index.m3u8
